work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,is_outlier,seniority,work_setting,company_size_label,job_category,salary_band
2021,SE,FT,MACHINE LEARNING ENGINEER,200000,USD,200000,US,100,US,L,0,SENIOR,Remote,Large,Machine Learning,200K+
2021,SE,FT,DATA ENGINEER,165000,USD,165000,US,0,US,M,0,SENIOR,On-site,Medium,Data Engineering,150K-200K
2021,MI,FL,DATA ENGINEER,20000,USD,20000,IT,0,US,L,0,MID,On-site,Large,Data Engineering,<50K
2021,SE,FT,DATA ANALYTICS MANAGER,120000,USD,120000,US,0,US,L,0,SENIOR,On-site,Large,Management,100K-150K
2021,MI,FT,MACHINE LEARNING ENGINEER,21000,EUR,24823,SI,50,SI,L,0,MID,Hybrid,Large,Machine Learning,<50K
2021,MI,FT,RESEARCH SCIENTIST,48000,EUR,56738,FR,50,FR,S,0,MID,Hybrid,Small,Research,50K-100K
2021,MI,FT,DATA ENGINEER,48000,GBP,66022,HK,50,GB,S,0,MID,Hybrid,Small,Data Engineering,50K-100K
2021,EN,FT,BIG DATA ENGINEER,435000,INR,5882,IN,0,CH,L,0,JUNIOR,On-site,Large,Data Engineering,<50K
2021,EN,FT,MACHINE LEARNING ENGINEER,21000,EUR,24823,DE,50,DE,M,0,JUNIOR,Hybrid,Medium,Machine Learning,<50K
2021,SE,FT,PRINCIPAL DATA ENGINEER,185000,USD,185000,US,100,US,L,0,SENIOR,Remote,Large,Data Engineering,150K-200K
2021,EN,PT,COMPUTER VISION ENGINEER,180000,DKK,28609,DK,50,DK,S,0,JUNIOR,Hybrid,Small,Other,<50K
2021,MI,FT,DATA SCIENTIST,76760,EUR,90734,DE,50,DE,L,0,MID,Hybrid,Large,Data Science,50K-100K
2021,MI,FT,MACHINE LEARNING ENGINEER,75000,EUR,88654,BE,100,BE,M,0,MID,Remote,Medium,Machine Learning,50K-100K
2021,SE,FT,DATA ANALYTICS MANAGER,140000,USD,140000,US,100,US,L,0,SENIOR,Remote,Large,Management,100K-150K
2021,MI,FT,MACHINE LEARNING ENGINEER,180000,PLN,46597,PL,100,PL,L,0,MID,Remote,Large,Machine Learning,<50K
2021,MI,FT,DATA SCIENTIST,85000,GBP,116914,GB,50,GB,L,0,MID,Hybrid,Large,Data Science,100K-150K
2021,MI,FT,DATA SCIENTIST,2500000,INR,33808,IN,0,IN,M,0,MID,On-site,Medium,Data Science,<50K
2021,MI,FT,DATA SCIENTIST,40900,GBP,56256,GB,50,GB,L,0,MID,Hybrid,Large,Data Science,50K-100K
2021,SE,FT,MACHINE LEARNING SCIENTIST,225000,USD,225000,US,100,CA,L,0,SENIOR,Remote,Large,Machine Learning,200K+
2021,EX,CT,PRINCIPAL DATA SCIENTIST,416000,USD,416000,US,100,US,S,1,EXECUTIVE,Remote,Small,Data Science,200K+
2021,SE,FT,DATA SCIENTIST,110000,CAD,87738,CA,100,CA,S,0,SENIOR,Remote,Small,Data Science,50K-100K
2021,MI,FT,DATA SCIENTIST,75000,EUR,88654,DE,50,DE,L,0,MID,Hybrid,Large,Data Science,50K-100K
2021,SE,FT,DATA SCIENTIST,135000,USD,135000,US,0,US,L,0,SENIOR,On-site,Large,Data Science,100K-150K
2021,SE,FT,DATA ANALYST,90000,CAD,71786,CA,100,CA,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2021,EN,FT,BIG DATA ENGINEER,1200000,INR,16228,IN,100,IN,L,0,JUNIOR,Remote,Large,Data Engineering,<50K
2021,SE,FT,ML ENGINEER,256000,USD,256000,US,100,US,S,0,SENIOR,Remote,Small,Machine Learning,200K+
2021,SE,FT,DIRECTOR OF DATA ENGINEERING,200000,USD,200000,US,100,US,L,0,SENIOR,Remote,Large,Data Engineering,200K+
2021,SE,FT,DATA ANALYST,200000,USD,200000,US,100,US,L,0,SENIOR,Remote,Large,Data Analytics,200K+
2021,MI,FT,DATA ARCHITECT,180000,USD,180000,US,100,US,L,0,MID,Remote,Large,Other,150K-200K
2021,MI,FT,HEAD OF DATA SCIENCE,110000,USD,110000,US,0,US,S,0,MID,On-site,Small,Data Science,100K-150K
2021,MI,FT,RESEARCH SCIENTIST,80000,CAD,63810,CA,100,CA,M,0,MID,Remote,Medium,Research,50K-100K
2021,MI,FT,DATA SCIENTIST,39600,EUR,46809,ES,100,ES,M,0,MID,Remote,Medium,Data Science,<50K
2021,EN,FT,DATA SCIENTIST,4000,USD,4000,VN,0,VN,M,0,JUNIOR,On-site,Medium,Data Science,<50K
2021,EN,FT,DATA ENGINEER,1600000,INR,21637,IN,50,IN,M,0,JUNIOR,Hybrid,Medium,Data Engineering,<50K
2021,SE,FT,DATA SCIENTIST,130000,CAD,103691,CA,100,CA,L,0,SENIOR,Remote,Large,Data Science,100K-150K
2021,MI,FT,DATA ANALYST,80000,USD,80000,US,100,US,L,0,MID,Remote,Large,Data Analytics,50K-100K
2021,MI,FT,DATA ENGINEER,110000,USD,110000,US,100,US,L,0,MID,Remote,Large,Data Engineering,100K-150K
2021,SE,FT,DATA SCIENTIST,165000,USD,165000,US,100,US,L,0,SENIOR,Remote,Large,Data Science,150K-200K
2021,EN,FT,AI SCIENTIST,1335000,INR,18053,IN,100,AS,S,0,JUNIOR,Remote,Small,AI/ML,<50K
2021,MI,FT,DATA ENGINEER,52500,GBP,72212,GB,50,GB,L,0,MID,Hybrid,Large,Data Engineering,50K-100K
2021,EN,FT,DATA SCIENTIST,31000,EUR,36643,FR,50,FR,L,0,JUNIOR,Hybrid,Large,Data Science,<50K
2021,MI,FT,DATA ENGINEER,108000,TRY,12103,TR,0,TR,M,0,MID,On-site,Medium,Data Engineering,<50K
2021,SE,FT,DATA ENGINEER,70000,GBP,96282,GB,50,GB,L,0,SENIOR,Hybrid,Large,Data Engineering,50K-100K
2021,SE,FT,PRINCIPAL DATA ANALYST,170000,USD,170000,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,150K-200K
2021,MI,FT,DATA SCIENTIST,115000,USD,115000,US,50,US,L,0,MID,Hybrid,Large,Data Science,100K-150K
2021,EN,FT,DATA SCIENTIST,90000,USD,90000,US,100,US,S,0,JUNIOR,Remote,Small,Data Science,50K-100K
2021,EX,FT,PRINCIPAL DATA ENGINEER,600000,USD,600000,US,100,US,L,1,EXECUTIVE,Remote,Large,Data Engineering,200K+
2021,EN,FT,DATA SCIENTIST,2100000,INR,28399,IN,100,IN,M,0,JUNIOR,Remote,Medium,Data Science,<50K
2021,MI,FT,DATA ANALYST,93000,USD,93000,US,100,US,L,0,MID,Remote,Large,Data Analytics,50K-100K
2021,SE,FT,BIG DATA ARCHITECT,125000,CAD,99703,CA,50,CA,M,0,SENIOR,Hybrid,Medium,Other,50K-100K
2021,MI,FT,DATA ENGINEER,200000,USD,200000,US,100,US,L,0,MID,Remote,Large,Data Engineering,200K+
2021,SE,FT,PRINCIPAL DATA SCIENTIST,147000,EUR,173762,DE,100,DE,M,0,SENIOR,Remote,Medium,Data Science,150K-200K
2021,SE,FT,MACHINE LEARNING ENGINEER,185000,USD,185000,US,50,US,L,0,SENIOR,Hybrid,Large,Machine Learning,150K-200K
2021,EX,FT,DIRECTOR OF DATA SCIENCE,120000,EUR,141846,DE,0,DE,L,0,EXECUTIVE,On-site,Large,Data Science,100K-150K
2021,MI,FT,DATA SCIENTIST,130000,USD,130000,US,50,US,L,0,MID,Hybrid,Large,Data Science,100K-150K
2021,SE,FT,DATA ANALYST,54000,EUR,63831,DE,50,DE,L,0,SENIOR,Hybrid,Large,Data Analytics,50K-100K
2021,MI,FT,DATA SCIENTIST,1250000,INR,16904,IN,100,IN,S,0,MID,Remote,Small,Data Science,<50K
2021,SE,FT,MACHINE LEARNING ENGINEER,4900000,INR,66265,IN,0,IN,L,0,SENIOR,On-site,Large,Machine Learning,50K-100K
2021,MI,FT,DATA SCIENTIST,21600,EUR,25532,RS,100,DE,S,0,MID,Remote,Small,Data Science,<50K
2021,SE,FT,LEAD DATA ENGINEER,160000,USD,160000,PR,50,US,S,0,SENIOR,Hybrid,Small,Data Engineering,150K-200K
2021,MI,FT,DATA ENGINEER,93150,USD,93150,US,0,US,M,0,MID,On-site,Medium,Data Engineering,50K-100K
2021,MI,FT,DATA ENGINEER,111775,USD,111775,US,0,US,M,0,MID,On-site,Medium,Data Engineering,100K-150K
2021,MI,FT,DATA ENGINEER,250000,TRY,28016,TR,100,TR,M,0,MID,Remote,Medium,Data Engineering,<50K
2021,EN,FT,DATA ENGINEER,55000,EUR,65013,DE,50,DE,M,0,JUNIOR,Hybrid,Medium,Data Engineering,50K-100K
2021,EN,FT,DATA ENGINEER,72500,USD,72500,US,100,US,L,0,JUNIOR,Remote,Large,Data Engineering,50K-100K
2021,SE,FT,COMPUTER VISION ENGINEER,102000,BRL,18907,BR,0,BR,M,0,SENIOR,On-site,Medium,Other,<50K
2021,EN,FT,DATA SCIENCE CONSULTANT,65000,EUR,76833,DE,0,DE,L,0,JUNIOR,On-site,Large,Data Science,50K-100K
2021,EN,FT,MACHINE LEARNING ENGINEER,85000,USD,85000,NL,100,DE,S,0,JUNIOR,Remote,Small,Machine Learning,50K-100K
2021,SE,FT,DATA SCIENTIST,65720,EUR,77684,FR,50,FR,M,0,SENIOR,Hybrid,Medium,Data Science,50K-100K
2021,EN,FT,DATA SCIENTIST,100000,USD,100000,US,100,US,M,0,JUNIOR,Remote,Medium,Data Science,100K-150K
2021,EN,FT,DATA SCIENTIST,58000,USD,58000,US,50,US,L,0,JUNIOR,Hybrid,Large,Data Science,50K-100K
2021,SE,FT,AI SCIENTIST,55000,USD,55000,ES,100,ES,L,0,SENIOR,Remote,Large,AI/ML,50K-100K
2021,SE,FT,DATA SCIENTIST,180000,TRY,20171,TR,50,TR,L,0,SENIOR,Hybrid,Large,Data Science,<50K
2021,EN,FT,BUSINESS DATA ANALYST,50000,EUR,59102,LU,100,LU,L,0,JUNIOR,Remote,Large,Data Analytics,50K-100K
2021,MI,FT,DATA ENGINEER,112000,USD,112000,US,100,US,L,0,MID,Remote,Large,Data Engineering,100K-150K
2021,EN,FT,RESEARCH SCIENTIST,100000,USD,100000,JE,0,CN,L,0,JUNIOR,On-site,Large,Research,100K-150K
2021,MI,PT,DATA ENGINEER,59000,EUR,69741,NL,100,NL,L,0,MID,Remote,Large,Data Engineering,50K-100K
2021,SE,CT,STAFF DATA SCIENTIST,105000,USD,105000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2021,MI,FT,RESEARCH SCIENTIST,69999,USD,69999,CZ,50,CZ,L,0,MID,Hybrid,Large,Research,50K-100K
2021,SE,FT,DATA SCIENCE MANAGER,7000000,INR,94665,IN,50,IN,L,0,SENIOR,Hybrid,Large,Data Science,50K-100K
2021,SE,FT,HEAD OF DATA,87000,EUR,102839,SI,100,SI,L,0,SENIOR,Remote,Large,Management,100K-150K
2021,MI,FT,DATA SCIENTIST,109000,USD,109000,US,50,US,L,0,MID,Hybrid,Large,Data Science,100K-150K
2021,MI,FT,MACHINE LEARNING ENGINEER,43200,EUR,51064,IT,50,IT,L,0,MID,Hybrid,Large,Machine Learning,50K-100K
2022,SE,FT,DATA ENGINEER,135000,USD,135000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA ANALYST,155000,USD,155000,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,150K-200K
2022,SE,FT,DATA ANALYST,120600,USD,120600,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,MI,FT,DATA SCIENTIST,130000,USD,130000,US,0,US,M,0,MID,On-site,Medium,Data Science,100K-150K
2022,MI,FT,DATA SCIENTIST,90000,USD,90000,US,0,US,M,0,MID,On-site,Medium,Data Science,50K-100K
2022,MI,FT,DATA ENGINEER,170000,USD,170000,US,100,US,M,0,MID,Remote,Medium,Data Engineering,150K-200K
2022,MI,FT,DATA ENGINEER,150000,USD,150000,US,100,US,M,0,MID,Remote,Medium,Data Engineering,150K-200K
2022,SE,FT,DATA ANALYST,102100,USD,102100,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,84900,USD,84900,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA SCIENTIST,136620,USD,136620,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,SE,FT,DATA SCIENTIST,99360,USD,99360,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,50K-100K
2022,SE,FT,DATA SCIENTIST,90000,GBP,117789,GB,0,GB,M,0,SENIOR,On-site,Medium,Data Science,100K-150K
2022,SE,FT,DATA SCIENTIST,80000,GBP,104702,GB,0,GB,M,0,SENIOR,On-site,Medium,Data Science,100K-150K
2022,SE,FT,DATA SCIENTIST,146000,USD,146000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,SE,FT,DATA SCIENTIST,123000,USD,123000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,EN,FT,DATA ENGINEER,40000,GBP,52351,GB,100,GB,M,0,JUNIOR,Remote,Medium,Data Engineering,50K-100K
2022,SE,FT,DATA ANALYST,99000,USD,99000,US,0,US,M,0,SENIOR,On-site,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA ANALYST,116000,USD,116000,US,0,US,M,0,SENIOR,On-site,Medium,Data Analytics,100K-150K
2022,MI,FT,DATA ANALYST,106260,USD,106260,US,0,US,M,0,MID,On-site,Medium,Data Analytics,100K-150K
2022,MI,FT,DATA ANALYST,126500,USD,126500,US,0,US,M,0,MID,On-site,Medium,Data Analytics,100K-150K
2022,EX,FT,DATA ENGINEER,242000,USD,242000,US,100,US,M,0,EXECUTIVE,Remote,Medium,Data Engineering,200K+
2022,EX,FT,DATA ENGINEER,200000,USD,200000,US,100,US,M,0,EXECUTIVE,Remote,Medium,Data Engineering,200K+
2022,MI,FT,DATA SCIENTIST,50000,GBP,65438,GB,0,GB,M,0,MID,On-site,Medium,Data Science,50K-100K
2022,MI,FT,DATA SCIENTIST,30000,GBP,39263,GB,0,GB,M,0,MID,On-site,Medium,Data Science,<50K
2022,MI,FT,DATA ENGINEER,60000,GBP,78526,GB,0,GB,M,0,MID,On-site,Medium,Data Engineering,50K-100K
2022,MI,FT,DATA ENGINEER,40000,GBP,52351,GB,0,GB,M,0,MID,On-site,Medium,Data Engineering,50K-100K
2022,SE,FT,DATA SCIENTIST,165220,USD,165220,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,150K-200K
2022,EN,FT,DATA ENGINEER,35000,GBP,45807,GB,100,GB,M,0,JUNIOR,Remote,Medium,Data Engineering,<50K
2022,SE,FT,DATA SCIENTIST,120160,USD,120160,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,SE,FT,DATA ANALYST,90320,USD,90320,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA ENGINEER,181940,USD,181940,US,0,US,M,0,SENIOR,On-site,Medium,Data Engineering,150K-200K
2022,SE,FT,DATA ENGINEER,132320,USD,132320,US,0,US,M,0,SENIOR,On-site,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA ENGINEER,220110,USD,220110,US,0,US,M,0,SENIOR,On-site,Medium,Data Engineering,200K+
2022,SE,FT,DATA ENGINEER,160080,USD,160080,US,0,US,M,0,SENIOR,On-site,Medium,Data Engineering,150K-200K
2022,SE,FT,DATA SCIENTIST,180000,USD,180000,US,0,US,L,0,SENIOR,On-site,Large,Data Science,150K-200K
2022,SE,FT,DATA SCIENTIST,120000,USD,120000,US,0,US,L,0,SENIOR,On-site,Large,Data Science,100K-150K
2022,SE,FT,DATA ANALYST,124190,USD,124190,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,EX,FT,DATA ANALYST,130000,USD,130000,US,100,US,M,0,EXECUTIVE,Remote,Medium,Data Analytics,100K-150K
2022,EX,FT,DATA ANALYST,110000,USD,110000,US,100,US,M,0,EXECUTIVE,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,170000,USD,170000,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,150K-200K
2022,MI,FT,DATA ANALYST,115500,USD,115500,US,100,US,M,0,MID,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,112900,USD,112900,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,90320,USD,90320,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA ANALYST,112900,USD,112900,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,90320,USD,90320,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA ENGINEER,165400,USD,165400,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,150K-200K
2022,SE,FT,DATA ENGINEER,132320,USD,132320,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,MI,FT,DATA ANALYST,167000,USD,167000,US,100,US,M,0,MID,Remote,Medium,Data Analytics,150K-200K
2022,SE,FT,DATA ENGINEER,243900,USD,243900,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,200K+
2022,SE,FT,DATA ANALYST,136600,USD,136600,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,109280,USD,109280,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ENGINEER,128875,USD,128875,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA ENGINEER,93700,USD,93700,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,50K-100K
2022,EX,FT,HEAD OF DATA SCIENCE,224000,USD,224000,US,100,US,M,0,EXECUTIVE,Remote,Medium,Data Science,200K+
2022,EX,FT,HEAD OF DATA SCIENCE,167875,USD,167875,US,100,US,M,0,EXECUTIVE,Remote,Medium,Data Science,150K-200K
2022,EX,FT,ANALYTICS ENGINEER,175000,USD,175000,US,100,US,M,0,EXECUTIVE,Remote,Medium,Other,150K-200K
2022,SE,FT,DATA ENGINEER,156600,USD,156600,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,150K-200K
2022,SE,FT,DATA ENGINEER,108800,USD,108800,US,0,US,M,0,SENIOR,On-site,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA SCIENTIST,95550,USD,95550,US,0,US,M,0,SENIOR,On-site,Medium,Data Science,50K-100K
2022,SE,FT,DATA ENGINEER,113000,USD,113000,US,0,US,L,0,SENIOR,On-site,Large,Data Engineering,100K-150K
2022,SE,FT,DATA ANALYST,135000,USD,135000,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA SCIENCE MANAGER,161342,USD,161342,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,150K-200K
2022,SE,FT,DATA SCIENCE MANAGER,137141,USD,137141,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,SE,FT,DATA SCIENTIST,167000,USD,167000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,150K-200K
2022,SE,FT,DATA SCIENTIST,123000,USD,123000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,SE,FT,DATA ENGINEER,60000,GBP,78526,GB,0,GB,M,0,SENIOR,On-site,Medium,Data Engineering,50K-100K
2022,SE,FT,DATA ENGINEER,50000,GBP,65438,GB,0,GB,M,0,SENIOR,On-site,Medium,Data Engineering,50K-100K
2022,SE,FT,DATA SCIENTIST,150000,USD,150000,US,0,US,M,0,SENIOR,On-site,Medium,Data Science,150K-200K
2022,SE,FT,DATA SCIENTIST,211500,USD,211500,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,200K+
2022,SE,FT,DATA ARCHITECT,192400,USD,192400,CA,100,CA,M,0,SENIOR,Remote,Medium,Other,150K-200K
2022,SE,FT,DATA ARCHITECT,90700,USD,90700,CA,100,CA,M,0,SENIOR,Remote,Medium,Other,50K-100K
2022,SE,FT,DATA ANALYST,130000,USD,130000,CA,100,CA,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,61300,USD,61300,CA,100,CA,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA ANALYST,130000,USD,130000,CA,100,CA,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,61300,USD,61300,CA,100,CA,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA ENGINEER,160000,USD,160000,US,0,US,L,0,SENIOR,On-site,Large,Data Engineering,150K-200K
2022,SE,FT,DATA SCIENTIST,138600,USD,138600,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,SE,FT,DATA ENGINEER,136000,USD,136000,US,0,US,M,0,SENIOR,On-site,Medium,Data Engineering,100K-150K
2022,MI,FT,DATA ANALYST,58000,USD,58000,US,0,US,S,0,MID,On-site,Small,Data Analytics,50K-100K
2022,EX,FT,ANALYTICS ENGINEER,135000,USD,135000,US,100,US,M,0,EXECUTIVE,Remote,Medium,Other,100K-150K
2022,SE,FT,DATA SCIENTIST,170000,USD,170000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,150K-200K
2022,SE,FT,DATA SCIENTIST,123000,USD,123000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,SE,FT,MACHINE LEARNING ENGINEER,189650,USD,189650,US,0,US,M,0,SENIOR,On-site,Medium,Machine Learning,150K-200K
2022,SE,FT,MACHINE LEARNING ENGINEER,164996,USD,164996,US,0,US,M,0,SENIOR,On-site,Medium,Machine Learning,150K-200K
2022,MI,FT,ETL DEVELOPER,50000,EUR,54957,GR,0,GR,M,0,MID,On-site,Medium,Other,50K-100K
2022,MI,FT,ETL DEVELOPER,50000,EUR,54957,GR,0,GR,M,0,MID,On-site,Medium,Other,50K-100K
2022,EX,FT,LEAD DATA ENGINEER,150000,CAD,118187,CA,100,CA,S,0,EXECUTIVE,Remote,Small,Data Engineering,100K-150K
2022,SE,FT,DATA ANALYST,132000,USD,132000,US,0,US,M,0,SENIOR,On-site,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ENGINEER,165400,USD,165400,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,150K-200K
2022,SE,FT,DATA ARCHITECT,208775,USD,208775,US,100,US,M,0,SENIOR,Remote,Medium,Other,200K+
2022,SE,FT,DATA ARCHITECT,147800,USD,147800,US,100,US,M,0,SENIOR,Remote,Medium,Other,100K-150K
2022,SE,FT,DATA ENGINEER,136994,USD,136994,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA ENGINEER,101570,USD,101570,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA ANALYST,128875,USD,128875,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,93700,USD,93700,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2022,EX,FT,HEAD OF MACHINE LEARNING,6000000,INR,79039,IN,50,IN,L,0,EXECUTIVE,Hybrid,Large,Machine Learning,50K-100K
2022,SE,FT,DATA ENGINEER,132320,USD,132320,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,EN,FT,MACHINE LEARNING ENGINEER,28500,GBP,37300,GB,100,GB,L,0,JUNIOR,Remote,Large,Machine Learning,<50K
2022,SE,FT,DATA ANALYST,164000,USD,164000,US,0,US,M,0,SENIOR,On-site,Medium,Data Analytics,150K-200K
2022,SE,FT,DATA ENGINEER,155000,USD,155000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,150K-200K
2022,MI,FT,MACHINE LEARNING ENGINEER,95000,GBP,124333,GB,0,GB,M,0,MID,On-site,Medium,Machine Learning,100K-150K
2022,MI,FT,MACHINE LEARNING ENGINEER,75000,GBP,98158,GB,0,GB,M,0,MID,On-site,Medium,Machine Learning,50K-100K
2022,MI,FT,AI SCIENTIST,120000,USD,120000,US,0,US,M,0,MID,On-site,Medium,AI/ML,100K-150K
2022,SE,FT,DATA ANALYST,112900,USD,112900,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,90320,USD,90320,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA ANALYTICS MANAGER,145000,USD,145000,US,100,US,M,0,SENIOR,Remote,Medium,Management,100K-150K
2022,SE,FT,DATA ANALYTICS MANAGER,105400,USD,105400,US,100,US,M,0,SENIOR,Remote,Medium,Management,100K-150K
2022,MI,FT,MACHINE LEARNING ENGINEER,80000,EUR,87932,FR,100,DE,M,0,MID,Remote,Medium,Machine Learning,50K-100K
2022,MI,FT,DATA ENGINEER,90000,GBP,117789,GB,0,GB,M,0,MID,On-site,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA SCIENTIST,215300,USD,215300,US,100,US,L,0,SENIOR,Remote,Large,Data Science,200K+
2022,SE,FT,DATA SCIENTIST,158200,USD,158200,US,100,US,L,0,SENIOR,Remote,Large,Data Science,150K-200K
2022,SE,FT,DATA ENGINEER,209100,USD,209100,US,100,US,L,0,SENIOR,Remote,Large,Data Engineering,200K+
2022,SE,FT,DATA ENGINEER,154600,USD,154600,US,100,US,L,0,SENIOR,Remote,Large,Data Engineering,150K-200K
2022,SE,FT,DATA ANALYST,115934,USD,115934,US,0,US,M,0,SENIOR,On-site,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,81666,USD,81666,US,0,US,M,0,SENIOR,On-site,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA ENGINEER,175000,USD,175000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,150K-200K
2022,MI,FT,DATA ENGINEER,75000,GBP,98158,GB,0,GB,M,0,MID,On-site,Medium,Data Engineering,50K-100K
2022,MI,FT,DATA ANALYST,58000,USD,58000,US,0,US,S,0,MID,On-site,Small,Data Analytics,50K-100K
2022,SE,FT,DATA ENGINEER,183600,USD,183600,US,100,US,L,0,SENIOR,Remote,Large,Data Engineering,150K-200K
2022,MI,FT,DATA ANALYST,40000,GBP,52351,GB,100,GB,M,0,MID,Remote,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA SCIENTIST,180000,USD,180000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,150K-200K
2022,MI,FT,DATA SCIENTIST,55000,GBP,71982,GB,0,GB,M,0,MID,On-site,Medium,Data Science,50K-100K
2022,MI,FT,DATA SCIENTIST,35000,GBP,45807,GB,0,GB,M,0,MID,On-site,Medium,Data Science,<50K
2022,MI,FT,DATA ENGINEER,60000,EUR,65949,GR,100,GR,M,0,MID,Remote,Medium,Data Engineering,50K-100K
2022,MI,FT,DATA ENGINEER,45000,EUR,49461,GR,100,GR,M,0,MID,Remote,Medium,Data Engineering,<50K
2022,MI,FT,DATA ENGINEER,60000,GBP,78526,GB,100,GB,M,0,MID,Remote,Medium,Data Engineering,50K-100K
2022,MI,FT,DATA ENGINEER,45000,GBP,58894,GB,100,GB,M,0,MID,Remote,Medium,Data Engineering,50K-100K
2022,SE,FT,DATA SCIENTIST,260000,USD,260000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,200K+
2022,SE,FT,DATA SCIENCE ENGINEER,60000,USD,60000,AR,100,MX,L,0,SENIOR,Remote,Large,Data Science,50K-100K
